sal",2350,3500,5500,"1700
mtk","1850
LUM",1000,2000,1350,40amp,16MM,24v
,,,,,,,,,,,,sy,Slt,sb,P,Liv,Liv.A,Other,SY,SL,SB,sy,Slt,sb,P,Liv,Liv.A,Oth.,sy,Slt,sb,P,Liv,Liv.A,Oth.,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,SY,SL,Sb,Liv,Liv.A,P,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,sy,Slt,sb,Liv.A,sy,Slt,sb,P,sy,Slt,sb,P,sy,Slt,sb,sy,Slt,pl,sy,Slt,sb,P,sy,Slt,sb,P,sy,Slt,sb,P,sy,Slt,sb,P,sy,PL,slt,con,charg.,,,"SYLE
28/2/26,HR769,Deepak Sir,19-2-2026,28/2/26,,Harsh Battery House Jhajjar ,,1-3-2026,30 pc,Hold set old account first ,32,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
20/2/26,HR770,Deepak Sir,20-2-2026,20/2/26,,Inverter Plaza Rohtak (Order 2),old price total 300 pc,,tt17536 foc 20,,130,,,,,,,,,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-2-2026,HR770,Salman Sir ,20-2-2026,22-2-2026,,Ratan Power System Firozabad ,,28-2-2026,tt17536 foc 2,out standing clear 6 lac,122,,,,,,,,,,,20,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,4,,,,,,,35,,,,,,,15,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2026,HR771,Salman Sir ,20-2-2026,26-02-2026,,Jhilmil Elrctronics & Inverter Battery House Mainpuri,,28-2-2026,,tt17536 Wrs Foc 6,43,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-2-2026,HR772,Arun Sir,20-2-2026,21-2-2026,,Jai Bala Ji Comunication Narnaul,,,tt17536 Foc 2,,55,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,2,,,,,5,,,,,,,15,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
27-2-2026,HR772,Arun Sir,21-2-2026,27-2-2026,40pc aproved,Ajeet Repairing Bawal,new dp,,tt17536 Foc 2,,55,,,,,,,,,,,15,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
28/2/26,HR773,Arun Sir,21-2-2026,28/2/26,,Jai Durga Battery House Kanina,,,,,20,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/28,HR774,Sandeep Kaushal Sir ,21-2-2026,28/2/28,,Manglam Batt Fathebad,,,,,200,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-2-2026,HR775,Prince Sir,21-2-2026,22-2-2026,,R.R Enterprises Gajraula ,Old Dp-2%-200,,,,200,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-2-2026,HR776,Prince Sir,21-2-2026,22-2-2026,,Vakeel Battery And Parts ,Old Dp-2%-200,,,24/2/26 10 lac payment,200,,,,,,,,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,50,,,,,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,LKN 66,Manish Sir,19-2-2026,28/2/26,3-5-2026,Shri Ram Traders Pilibhit (Without AH),New Dp-2%,,"50 pc
Foc tt17536 Sy -4","Mix Biling 
3 lac  then dispatch",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,25,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,HR777,Manish Sir ,21-2-2026,28/2/26,5-3-2026,Shubham Batteries Pilibhit ,New Dp-1500-3%-2%,,Foc tt17536 Sy -2,"6 lac then dispatch
Mix Billing ",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HR778,Manish Sir ,21-2-2026,,,Solwave Renewable Energy Solution,New Dp-2%-3%,,Foc tt17536 Sy-4,Mix Billing ,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,,,,,,,10,,,,,,,10,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-2,HR779,Rambir Sir ,22-2-2026,24-2,,Sagar Elc. Hisar,,,,,0,,,,,10,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-2,HR780,Ravinder Sir,23-2-2026,26-2,,Dhillon Elc. Pehowa,new DP,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-10-2026,HR781,Ravinder Sir,23-2-2026,10-3,9pc aproved,"Kavya Enterprises Tosham(NBD)(Dispatch To Bhura Badya)
(Kajla Tosham)",New Dp-1500-2%-3%-200,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-2-2026,HR782,Munender Sir,24-2-2026,24-2-2026,,Neelam Inverter Service Centre Saharanpur,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-2,HR783,Ravinder Sir,25-2-2026,26-2,,Bansal Elc. Uklana,,,Without Panel,,0,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-2026,HR784(A),Jagat Sir,25-2-2026,2-3-2026,,Shiva Enterprises Palwal(Order A),New Dp-1500-2%-200,,,,0,,,,,,,,,,,25,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,HR785,Deepak Sir,25-2-2026,28/2/26,,Deep Trading Co. Farmana,,,,1 lac 1/3/26,0,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,30,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,HR789,Prem Sir ,26-2-2026,28/2/26,,V- Tek Systems Ballabhgarh,,,,,0,,,,,,,,,,,15,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-3,HR790,Salman Sir ,26-2-2026,21-3,,Sun Light Battery Mathura,Old Dp-1500-200-2%,,,dispatch after 2 lac,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-2,HR791,Rambir Sir ,27-2-2026,27-2,,Raja Enterprises Hisar ,Old Dp-1500-2%-200 ,,,,0,10,,,,,15,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,10,,10,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,10,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-3-2026,HR792,Rahul Saini Sir ,27-2-2026,5-3-2026,,Guruvansh Traders Saharanpur (NBD Party),Old Dp-1500-200-2%-3% CD,,,18% Biling ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,15,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-3-2026,HR794,Manish Sir ,28-2-2026,24-3-2026,75 app,Balaji Battery Bareilly,New Dp-2%,,,"Mix Biling  200 k 
2lac With Mat.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,HR795,Prem Sir ,28-2-2026,28/2/26,,Aggarwal Enterprises Alwar ,Old Dp-1500-2%-200 ,,,90 pc apporved,0,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/26,HR797,Jagat,28-2-2026,28/2/26,,Saad Electric Work Badkali,50 pc,,Confirm order,1.8  1/3/26,0,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,5,6,,,,,,,,,10,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2-3-2026,HR798,Rambir Sir ,28-2-2026,2-3-2026,,Raja Enterprises Hisar ,Dp-5%-5%-3% With CD,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HR799(C),Jagat Sir ,1-3-2026,,,Prem Power Solution Hathin(Order D),new Dp-1500,,2 foc sy tt17536,,384,,,,,,,,,,,30,,,,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,5,30,,,,,,,,,20,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,20,,,,,,,,,,
2-3-2026,HR800,Ravinder Sir,2-3-2026,2-3-2026,,Nirnjan Auto Narnaund,,,,,0,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-3-2026,HR799(A),Jagat Sir ,1-3-2026,18-3-2026,50pc aproved,Prem Power Solution Hathin(Order A),new Dp-1500-2%,,2 foc sy tt17536,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
17-3-2026,HR802,Ravinder Sir,2-3-2026,17-3-2026,,R.K Power Hansi,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-3,HR799(B),Jagat Sir ,1-3-2026,20-3,25 pc,Prem Power Solution Hathin(Order B),new Dp-1500-2%-200 ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-3,HR801,Ravinder Sir,2-3-2026,20-3,15pc aproved,Gautam Elc. Julana,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-3,HR803,Ravinder Sir,2-3-2026,18-3,10pc aproved,Dhillon Elc. Pehowa,new DP-1500-2%,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-3-2026,HR829(A),Arun Sir,11-3-2026,17-3-2026,,Jai Bala Ji Comunication Narnaul (Order A),New Dp-1500-2%-3,,4 foc,,0,,,,,,8,,,,,,,,,10,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,4,,,,,,10,12,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,HR799(C),Jagat Sir ,1-3-2026,28-3-2026,,Prem Power Solution Hathin(Order C),new Dp-1500,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
31-3-26,HR829(B),Arun Sir,11-3-2026,31-3-26,50pc aproved,Jai Bala Ji Comunication Narnaul (Order B),New Dp-1500-3%cd-4% adv,,,"dispatcg after 5 lac , 4-4-26",88,,,,,,,,,,,,,,,7,40,,,,,,,,,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
cancle,HR805,Arun Sir,2-3-2026,cancle,,Akash Enterprises Mahendergarh,Old DP-1500-2%-200,,,,0,,15,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,30,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
3-3-2026,HR806,Rambir Sir ,2-3-2026,3-3-2026,,Sun Light Fatehabad,,,,Mix Biling ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,30,,,,,,,20,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-2-2026,HR807,Arun Sir,3-3-2026,28-2-2026,,Mayank Battery House Bikaner ,Feb Closing ,,,,0,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
28-2-2026,HR808,Arun Sir,3-3-2026,28-2-2026,,SK Group Bhojawas,Feb Closing ,,,,0,,,,,5,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
5-3-2026,HR809,Rambir Sir ,3-3-2026,5-3-2026,,Durga Battery Fathebad,,,,Mix Billing ,0,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-3-2026,HR810,Salman Sir,5-3-2026,5-3-2026,,Murti Battery Agra,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
5-3-2026,HR811,Deepak Sir,5-3-2026,5-3-2026,,Inverter Plaza Rohtak,gold club foc,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-3-2026,HR812,Rajesh Sir,5-3-2026,5-3-2026,,Krishna Enterprises Service Centre Sonipat,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,,,,,,2,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-3-2026,HR813,Chander Sir,5-3-2026,7-3-2026,,A To Z Power Solution Dabwali ,Old Dp-1500-2%-200,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
16-03-2026,HR814,Chander Sir,6-3-2026,16-03-2026,,"Thakur Electronics Enterprises, Malout ",Dp-1500-2%-3%,,,9L received,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,,,,,,,5,5,,,,,,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,1,,,,,,,,,,
cancle,HR815,Mohd Yamin Khan,9-3-2026,cancle,,Pandey Battery House Etah ,Cancle,,,18% Billing ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-3-26,HR816,Prem Sir ,9-3-2026,22-3-26,40 pc apporved,M. R Enterprises Punhana,DP-1500-2%-200,,,,150,,,,,,,,,,,15,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,20,,,,,20,,20,,,,,15,,,,,,,,,,,,,10,,,,,,,,,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-3-2026,HR818,Rambir Sir ,10-3-2026,10-3-2026,,Balaji Tohana ,,,,tt20036 Liv- 5 pc ,0,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-3-2026,HR819,Rambir Sir ,10-3-2026,10-3-2026,,Sagar Elc. Hisar,,,,With Pending Foc ,0,,,,,,,,,,,14,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-3-26,HR820,Rambir Sir ,10-3-2026,22-3-26,,Durga Battery Fathebad,New DP-1500-2%,,,Mix Billing ,50,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-3-2026,HR821,Salman Sir ,10-3-2026,18-3-2026,100 pc,Ratan Power System Firozabad ,,,Foc tt17536 Sy-4,,0,,,,,,,,,,,50,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
